Wind Dir (°),Wind Speed (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Direction,Pressure,Air Temperature,Water Temperature,Datetime
80.0,9.0,11.0,3.1,9.0,7.2,96.0,1020.7,23.3,24.0,2024-05-05 11:20:00+00:00
80.0,9.0,12.0,2.9,9.0,6.9,99.0,1021.0,23.4,24.0,2024-05-05 10:50:00+00:00
80.0,9.0,13.0,3.1,9.0,7.0,96.0,1021.1,23.4,24.0,2024-05-05 10:20:00+00:00
80.0,9.0,12.0,3.1,10.0,7.0,94.0,1021.3,23.5,24.0,2024-05-05 09:50:00+00:00
80.0,9.0,12.0,3.2,9.0,7.1,99.0,1021.5,23.5,24.0,2024-05-05 09:20:00+00:00
80.0,9.0,12.0,3.2,10.0,7.0,90.0,1021.6,23.6,24.0,2024-05-05 08:50:00+00:00
80.0,10.0,12.0,3.0,9.0,6.7,102.0,1021.3,23.5,24.0,2024-05-05 08:20:00+00:00
80.0,10.0,12.0,2.9,9.0,6.7,103.0,1021.3,23.5,24.0,2024-05-05 07:50:00+00:00
70.0,10.0,12.0,3.1,9.0,6.9,101.0,1021.1,23.4,24.1,2024-05-05 07:20:00+00:00
80.0,11.0,13.0,3.1,10.0,6.9,94.0,1020.7,23.4,24.1,2024-05-05 06:20:00+00:00
90.0,10.0,13.0,3.1,9.0,7.0,102.0,1020.4,23.5,24.1,2024-05-05 05:50:00+00:00
80.0,10.0,12.0,2.8,9.0,6.6,102.0,1020.2,23.2,24.1,2024-05-05 05:20:00+00:00
80.0,12.0,14.0,3.0,9.0,6.7,97.0,1019.9,23.4,24.1,2024-05-05 04:50:00+00:00
80.0,11.0,13.0,3.0,9.0,6.8,96.0,1019.7,23.4,24.1,2024-05-05 04:20:00+00:00
80.0,10.0,13.0,2.8,9.0,6.7,106.0,1019.4,23.5,24.1,2024-05-05 03:50:00+00:00
90.0,10.0,13.0,3.1,9.0,6.9,102.0,1019.3,23.5,24.1,2024-05-05 03:20:00+00:00
80.0,10.0,13.0,3.3,9.0,7.0,95.0,1019.3,23.7,24.1,2024-05-05 02:50:00+00:00
80.0,9.0,11.0,3.1,9.0,6.8,101.0,1019.4,23.6,24.1,2024-05-05 02:20:00+00:00
90.0,10.0,13.0,3.1,9.0,6.7,99.0,1019.4,23.5,24.1,2024-05-05 01:50:00+00:00
80.0,10.0,12.0,3.1,9.0,6.8,102.0,1019.6,23.6,24.1,2024-05-05 01:20:00+00:00
80.0,10.0,13.0,2.9,9.0,6.6,97.0,1019.8,23.4,24.1,2024-05-05 00:50:00+00:00
90.0,10.0,13.0,3.0,9.0,6.7,104.0,1019.9,23.8,24.1,2024-05-05 00:20:00+00:00
90.0,9.0,11.0,3.1,9.0,6.7,101.0,1020.1,23.8,24.1,2024-05-04 23:50:00+00:00
80.0,9.0,11.0,3.0,9.0,6.6,99.0,1020.1,23.6,24.1,2024-05-04 23:20:00+00:00
90.0,10.0,12.0,3.2,9.0,6.9,106.0,1020.2,23.4,24.1,2024-05-04 22:50:00+00:00
90.0,10.0,13.0,3.0,9.0,6.7,98.0,1020.4,23.5,24.1,2024-05-04 22:20:00+00:00
80.0,11.0,14.0,3.0,9.0,6.7,105.0,1020.5,23.6,24.1,2024-05-04 21:50:00+00:00
80.0,10.0,12.0,3.1,9.0,6.9,112.0,1020.6,23.6,24.1,2024-05-04 21:20:00+00:00
80.0,10.0,13.0,3.2,9.0,7.2,106.0,1020.6,23.7,24.1,2024-05-04 20:50:00+00:00
80.0,10.0,13.0,3.2,8.0,6.9,102.0,1020.6,23.7,24.1,2024-05-04 20:20:00+00:00
80.0,10.0,12.0,3.1,9.0,7.1,110.0,1020.7,23.7,24.1,2024-05-04 19:50:00+00:00
80.0,10.0,12.0,3.2,9.0,7.0,100.0,1020.5,23.7,24.1,2024-05-04 19:20:00+00:00
80.0,10.0,12.0,2.9,8.0,6.9,106.0,1020.3,23.6,24.1,2024-05-04 18:50:00+00:00
80.0,9.0,11.0,3.2,8.0,7.0,103.0,1020.2,23.5,24.1,2024-05-04 18:20:00+00:00
80.0,9.0,12.0,3.2,13.0,7.2,298.0,1020.0,23.3,24.1,2024-05-04 17:50:00+00:00
90.0,11.0,14.0,2.9,9.0,7.0,104.0,1019.8,22.0,24.1,2024-05-04 17:20:00+00:00
70.0,10.0,12.0,3.0,9.0,6.9,103.0,1019.6,22.5,24.1,2024-05-04 16:50:00+00:00
80.0,10.0,13.0,2.8,13.0,7.1,308.0,1019.5,22.7,24.1,2024-05-04 16:20:00+00:00
100.0,7.0,14.0,2.9,8.0,7.0,94.0,1019.1,21.7,24.1,2024-05-04 15:50:00+00:00
120.0,5.0,8.0,2.8,13.0,6.9,311.0,1019.2,21.0,24.1,2024-05-04 15:20:00+00:00
110.0,7.0,11.0,3.2,8.0,7.1,110.0,1019.3,21.4,24.1,2024-05-04 14:50:00+00:00
120.0,10.0,12.0,3.2,8.0,6.9,90.0,1019.0,22.0,24.1,2024-05-04 14:20:00+00:00
100.0,11.0,14.0,3.2,8.0,7.1,91.0,1018.7,23.5,24.1,2024-05-04 13:50:00+00:00
90.0,10.0,13.0,3.2,8.0,7.0,99.0,1018.7,23.4,24.2,2024-05-04 13:20:00+00:00
90.0,10.0,12.0,3.1,9.0,7.2,94.0,1018.7,23.3,24.2,2024-05-04 12:50:00+00:00
90.0,10.0,13.0,3.3,14.0,7.1,312.0,1018.8,23.4,24.2,2024-05-04 12:20:00+00:00
80.0,9.0,14.0,3.4,9.0,7.3,93.0,1019.1,23.4,24.2,2024-05-04 11:50:00+00:00
80.0,10.0,13.0,3.3,9.0,7.1,100.0,1019.2,23.5,24.2,2024-05-04 11:20:00+00:00
80.0,9.0,13.0,3.1,9.0,6.9,98.0,1019.3,23.6,24.2,2024-05-04 10:50:00+00:00
80.0,10.0,13.0,3.0,14.0,6.9,316.0,1019.4,23.6,24.2,2024-05-04 10:20:00+00:00
80.0,9.0,12.0,3.0,9.0,7.1,92.0,1019.6,23.7,24.2,2024-05-04 09:50:00+00:00
80.0,10.0,13.0,3.3,9.0,7.3,91.0,1019.7,23.7,24.3,2024-05-04 09:20:00+00:00
80.0,10.0,13.0,2.9,9.0,6.9,95.0,1019.7,23.7,24.3,2024-05-04 08:50:00+00:00
90.0,10.0,13.0,2.8,9.0,6.9,87.0,1019.9,23.6,24.3,2024-05-04 08:20:00+00:00
80.0,9.0,12.0,2.8,14.0,6.9,331.0,1019.9,23.7,24.3,2024-05-04 07:50:00+00:00
80.0,10.0,12.0,2.9,9.0,7.0,95.0,1019.7,23.7,24.3,2024-05-04 07:20:00+00:00
80.0,10.0,12.0,3.1,9.0,7.1,102.0,1019.4,23.7,24.3,2024-05-04 06:50:00+00:00
80.0,10.0,12.0,2.8,9.0,7.0,99.0,1019.2,23.7,24.3,2024-05-04 06:20:00+00:00
80.0,10.0,13.0,2.8,15.0,7.1,305.0,1018.8,23.7,24.3,2024-05-04 05:50:00+00:00
80.0,10.0,12.0,2.8,13.0,7.1,302.0,1018.6,23.7,24.3,2024-05-04 05:20:00+00:00
70.0,8.0,11.0,2.8,14.0,7.3,304.0,1018.4,23.5,24.3,2024-05-04 04:50:00+00:00
70.0,9.0,11.0,2.7,15.0,6.8,322.0,1018.4,23.3,24.3,2024-05-04 04:20:00+00:00
90.0,9.0,12.0,2.7,14.0,6.8,296.0,1018.3,23.3,24.3,2024-05-04 03:50:00+00:00
90.0,9.0,11.0,2.6,15.0,6.8,291.0,1018.2,23.0,24.3,2024-05-04 03:20:00+00:00
80.0,9.0,11.0,2.7,9.0,6.7,101.0,1017.9,23.6,24.3,2024-05-04 02:50:00+00:00
90.0,10.0,12.0,2.7,14.0,7.0,343.0,1018.0,23.7,24.4,2024-05-04 02:20:00+00:00
80.0,9.0,12.0,2.6,9.0,6.5,103.0,1018.0,23.5,24.4,2024-05-04 01:50:00+00:00
80.0,9.0,12.0,2.3,15.0,6.2,346.0,1018.2,22.6,24.3,2024-05-04 01:20:00+00:00
90.0,11.0,14.0,2.5,15.0,6.4,313.0,1018.5,23.0,24.2,2024-05-04 00:50:00+00:00
90.0,9.0,12.0,2.3,7.0,6.1,94.0,1018.5,23.4,24.1,2024-05-04 00:20:00+00:00
80.0,10.0,12.0,2.3,15.0,5.9,287.0,1018.6,23.5,24.1,2024-05-03 23:50:00+00:00
80.0,9.0,12.0,2.3,7.0,6.1,101.0,1019.1,23.7,24.0,2024-05-03 22:50:00+00:00
80.0,9.0,12.0,2.4,15.0,6.2,323.0,1019.3,23.7,24.0,2024-05-03 22:20:00+00:00
80.0,10.0,13.0,2.4,7.0,6.2,94.0,1019.6,23.7,24.1,2024-05-03 21:50:00+00:00
100.0,9.0,11.0,2.3,6.0,5.8,105.0,1019.8,23.0,24.1,2024-05-03 21:20:00+00:00
80.0,10.0,12.0,2.2,7.0,5.8,97.0,1019.6,23.7,24.0,2024-05-03 20:50:00+00:00
90.0,10.0,12.0,2.1,6.0,5.7,94.0,1019.5,23.6,24.0,2024-05-03 20:20:00+00:00
80.0,10.0,12.0,2.2,7.0,5.7,110.0,1019.8,23.3,24.0,2024-05-03 19:50:00+00:00
80.0,9.0,12.0,2.2,9.0,6.0,103.0,1019.8,23.1,24.0,2024-05-03 19:20:00+00:00
80.0,9.0,11.0,2.1,8.0,6.0,105.0,1019.5,23.3,24.0,2024-05-03 18:50:00+00:00
80.0,9.0,12.0,2.1,9.0,5.9,103.0,1019.5,23.1,24.1,2024-05-03 18:20:00+00:00
80.0,10.0,12.0,2.1,7.0,5.9,105.0,1019.4,22.7,24.1,2024-05-03 17:50:00+00:00
90.0,9.0,12.0,2.0,7.0,5.8,113.0,1019.2,23.2,24.1,2024-05-03 17:20:00+00:00
90.0,9.0,12.0,2.1,10.0,6.0,107.0,1018.6,23.1,24.1,2024-05-03 16:50:00+00:00
90.0,7.0,9.0,2.0,8.0,6.1,107.0,1018.5,22.8,24.1,2024-05-03 16:20:00+00:00
80.0,8.0,10.0,1.9,9.0,5.9,97.0,1018.3,23.5,24.0,2024-05-03 15:50:00+00:00
80.0,8.0,10.0,1.9,9.0,6.1,102.0,1017.8,23.5,24.1,2024-05-03 15:20:00+00:00
80.0,8.0,10.0,1.8,8.0,5.9,99.0,1017.6,23.7,24.1,2024-05-03 14:50:00+00:00
80.0,8.0,10.0,1.8,9.0,5.8,110.0,1017.6,23.5,24.0,2024-05-03 14:20:00+00:00
90.0,8.0,9.0,1.8,9.0,5.8,97.0,1017.4,23.7,24.0,2024-05-03 13:50:00+00:00
90.0,8.0,10.0,1.9,9.0,6.0,106.0,1017.5,23.7,24.0,2024-05-03 13:20:00+00:00
80.0,7.0,9.0,2.0,9.0,6.2,98.0,1017.8,23.7,24.0,2024-05-03 12:50:00+00:00
90.0,8.0,10.0,1.8,9.0,5.9,93.0,1017.8,23.7,24.0,2024-05-03 12:20:00+00:00
100.0,8.0,10.0,2.0,9.0,6.0,103.0,1018.0,23.7,24.0,2024-05-03 11:50:00+00:00
80.0,8.0,10.0,1.9,7.0,5.6,108.0,1018.4,23.7,24.1,2024-05-03 11:20:00+00:00
90.0,8.0,11.0,2.0,8.0,5.8,104.0,1018.6,23.8,24.1,2024-05-03 10:50:00+00:00
90.0,8.0,10.0,2.0,6.0,5.7,106.0,1018.9,23.8,24.1,2024-05-03 10:20:00+00:00
80.0,9.0,12.0,1.9,9.0,5.9,98.0,1019.2,23.1,24.1,2024-05-03 09:50:00+00:00
90.0,8.0,10.0,1.9,9.0,5.8,101.0,1019.4,23.7,24.1,2024-05-03 09:20:00+00:00
100.0,8.0,10.0,1.9,9.0,5.6,98.0,1019.2,23.8,24.1,2024-05-03 08:50:00+00:00
90.0,8.0,10.0,2.1,9.0,5.8,96.0,1019.3,24.0,24.1,2024-05-03 08:20:00+00:00
100.0,8.0,10.0,2.1,9.0,5.8,96.0,1019.2,23.9,24.1,2024-05-03 07:50:00+00:00
100.0,8.0,10.0,1.9,9.0,5.8,87.0,1018.9,24.1,24.2,2024-05-03 07:20:00+00:00
100.0,9.0,11.0,2.0,9.0,5.9,100.0,1018.7,24.1,24.2,2024-05-03 06:50:00+00:00
100.0,8.0,10.0,2.0,9.0,5.9,99.0,1018.3,24.0,24.2,2024-05-03 06:20:00+00:00
100.0,8.0,10.0,1.8,9.0,5.6,92.0,1017.9,24.1,24.2,2024-05-03 05:50:00+00:00
100.0,9.0,11.0,1.9,10.0,6.0,96.0,1017.5,24.1,24.2,2024-05-03 05:20:00+00:00
100.0,9.0,11.0,1.7,8.0,5.6,100.0,1017.2,24.1,24.2,2024-05-03 04:50:00+00:00
100.0,8.0,10.0,1.8,9.0,6.0,97.0,1017.0,24.1,24.2,2024-05-03 04:20:00+00:00
100.0,9.0,10.0,1.8,9.0,5.9,99.0,1016.9,24.1,24.2,2024-05-03 03:50:00+00:00
100.0,9.0,11.0,1.7,9.0,5.9,93.0,1016.8,23.9,24.2,2024-05-03 03:20:00+00:00
100.0,8.0,9.0,1.8,10.0,5.9,114.0,1016.7,24.3,24.3,2024-05-03 02:50:00+00:00
100.0,7.0,8.0,1.7,8.0,6.0,84.0,1016.9,24.2,24.3,2024-05-03 02:20:00+00:00
100.0,8.0,10.0,1.7,9.0,6.0,95.0,1017.2,24.2,24.3,2024-05-03 01:50:00+00:00
100.0,6.0,8.0,1.8,9.0,6.4,101.0,1017.3,24.3,24.3,2024-05-03 01:20:00+00:00
100.0,7.0,8.0,1.8,8.0,6.2,87.0,1017.5,24.2,24.3,2024-05-03 00:50:00+00:00
100.0,6.0,8.0,1.8,9.0,6.4,79.0,1017.6,24.2,24.3,2024-05-03 00:20:00+00:00
100.0,6.0,7.0,1.8,10.0,6.4,89.0,1017.9,24.1,24.3,2024-05-02 23:50:00+00:00
110.0,6.0,8.0,1.7,8.0,6.2,83.0,1018.1,24.2,24.2,2024-05-02 23:20:00+00:00
100.0,6.0,7.0,1.8,9.0,6.2,97.0,1018.4,24.1,24.1,2024-05-02 22:50:00+00:00
110.0,6.0,8.0,1.8,9.0,6.1,89.0,1018.8,24.2,24.1,2024-05-02 22:20:00+00:00
110.0,6.0,8.0,1.7,9.0,6.1,77.0,1019.2,24.2,24.1,2024-05-02 21:50:00+00:00
110.0,6.0,8.0,1.9,9.0,6.0,90.0,1019.2,24.1,24.1,2024-05-02 21:20:00+00:00
110.0,6.0,8.0,1.8,9.0,6.1,93.0,1019.2,24.1,24.1,2024-05-02 20:50:00+00:00
110.0,7.0,9.0,1.9,9.0,6.2,93.0,1019.0,24.1,24.0,2024-05-02 20:20:00+00:00
120.0,7.0,9.0,1.8,9.0,6.1,104.0,1019.0,24.1,24.0,2024-05-02 19:50:00+00:00
120.0,7.0,9.0,1.9,9.0,5.9,89.0,1018.7,24.0,24.0,2024-05-02 19:20:00+00:00
120.0,7.0,9.0,1.9,9.0,6.0,92.0,1018.5,24.1,24.0,2024-05-02 18:50:00+00:00
130.0,7.0,9.0,1.8,9.0,5.8,99.0,1018.2,24.1,24.0,2024-05-02 18:20:00+00:00
120.0,8.0,10.0,1.7,9.0,5.9,100.0,1018.1,24.0,24.0,2024-05-02 17:50:00+00:00
120.0,7.0,9.0,1.8,9.0,5.9,98.0,1017.7,24.0,24.0,2024-05-02 17:20:00+00:00
120.0,7.0,9.0,1.7,9.0,5.8,94.0,1017.5,23.8,24.0,2024-05-02 16:50:00+00:00
120.0,7.0,8.0,1.6,9.0,5.8,100.0,1017.2,23.8,24.0,2024-05-02 16:20:00+00:00
120.0,7.0,9.0,1.7,9.0,5.9,100.0,1017.0,23.8,24.0,2024-05-02 15:50:00+00:00
120.0,7.0,9.0,1.6,9.0,6.0,103.0,1016.8,23.8,24.0,2024-05-02 15:20:00+00:00
120.0,7.0,9.0,1.7,9.0,5.9,104.0,1016.6,23.8,24.0,2024-05-02 14:50:00+00:00
120.0,7.0,9.0,1.7,9.0,6.0,107.0,1016.4,23.8,24.1,2024-05-02 14:20:00+00:00
120.0,7.0,8.0,1.6,9.0,5.9,110.0,1016.3,23.8,23.9,2024-05-02 13:50:00+00:00
130.0,7.0,9.0,1.7,9.0,6.0,106.0,1016.2,23.8,24.0,2024-05-02 13:20:00+00:00
130.0,7.0,9.0,1.6,9.0,5.9,99.0,1016.3,23.9,23.9,2024-05-02 12:50:00+00:00
130.0,7.0,8.0,1.5,9.0,6.1,108.0,1016.4,23.9,24.0,2024-05-02 12:20:00+00:00
130.0,6.0,8.0,1.5,8.0,6.0,70.0,1016.6,24.0,24.1,2024-05-02 11:50:00+00:00
130.0,7.0,8.0,1.6,9.0,5.8,99.0,1016.8,24.0,24.1,2024-05-02 11:20:00+00:00
120.0,7.0,9.0,1.4,9.0,5.8,104.0,1017.0,24.1,24.0,2024-05-02 10:50:00+00:00
120.0,7.0,9.0,1.5,9.0,6.1,98.0,1017.3,24.0,24.1,2024-05-02 10:20:00+00:00
120.0,6.0,7.0,1.5,8.0,6.2,52.0,1017.7,24.0,24.2,2024-05-02 09:50:00+00:00
120.0,6.0,8.0,1.4,9.0,5.9,92.0,1017.9,24.0,24.1,2024-05-02 09:20:00+00:00
130.0,7.0,8.0,1.4,8.0,6.0,95.0,1018.2,23.8,23.9,2024-05-02 08:50:00+00:00
130.0,6.0,7.0,1.3,8.0,6.0,100.0,1018.3,23.9,24.1,2024-05-02 08:20:00+00:00
120.0,5.0,7.0,1.3,8.0,6.2,97.0,1018.0,24.1,24.2,2024-05-02 07:50:00+00:00
120.0,5.0,7.0,1.4,8.0,6.5,100.0,1017.7,24.0,24.2,2024-05-02 07:20:00+00:00
110.0,5.0,6.0,1.4,8.0,6.7,324.0,1017.6,24.0,24.3,2024-05-02 06:50:00+00:00
110.0,6.0,7.0,1.4,9.0,6.8,102.0,1017.4,24.0,24.3,2024-05-02 06:20:00+00:00
90.0,5.0,6.0,1.3,9.0,6.8,83.0,1017.0,24.2,24.4,2024-05-02 05:50:00+00:00
90.0,2.0,4.0,1.3,8.0,6.8,27.0,1016.8,24.0,24.5,2024-05-02 05:20:00+00:00
70.0,3.0,5.0,1.3,8.0,6.8,94.0,1016.7,23.9,24.6,2024-05-02 04:50:00+00:00
70.0,2.0,3.0,1.3,8.0,7.0,34.0,1016.5,24.3,24.5,2024-05-02 04:20:00+00:00
70.0,2.0,3.0,1.2,9.0,6.9,111.0,1016.3,24.4,24.6,2024-05-02 03:50:00+00:00
70.0,2.0,2.0,1.3,8.0,6.9,292.0,1016.1,24.4,24.6,2024-05-02 03:20:00+00:00
80.0,3.0,4.0,1.3,9.0,7.1,71.0,1015.8,24.4,24.5,2024-05-02 02:50:00+00:00
80.0,3.0,3.0,1.2,8.0,6.9,43.0,1015.9,24.3,24.5,2024-05-02 02:20:00+00:00
90.0,3.0,4.0,1.3,8.0,7.0,24.0,1016.0,24.2,24.6,2024-05-02 01:50:00+00:00
90.0,3.0,4.0,1.2,9.0,6.9,114.0,1016.3,24.2,24.7,2024-05-02 01:20:00+00:00
80.0,3.0,4.0,1.3,9.0,7.1,73.0,1016.5,24.2,24.8,2024-05-02 00:50:00+00:00
70.0,3.0,4.0,1.3,8.0,6.9,69.0,1016.5,24.3,24.6,2024-05-02 00:20:00+00:00
70.0,3.0,3.0,1.3,8.0,6.9,48.0,1016.7,24.2,24.3,2024-05-01 23:50:00+00:00
80.0,2.0,3.0,1.3,9.0,6.8,98.0,1017.3,24.1,24.5,2024-05-01 22:50:00+00:00
80.0,3.0,3.0,1.3,9.0,6.9,80.0,1017.7,24.1,24.4,2024-05-01 22:20:00+00:00
90.0,3.0,4.0,1.3,9.0,6.9,71.0,1017.8,24.0,24.3,2024-05-01 21:50:00+00:00
90.0,3.0,4.0,1.4,8.0,7.0,60.0,1017.9,24.0,24.2,2024-05-01 21:20:00+00:00
90.0,3.0,4.0,1.5,8.0,7.1,71.0,1018.0,24.0,24.1,2024-05-01 20:50:00+00:00
90.0,3.0,4.0,1.4,9.0,6.8,83.0,1018.2,24.1,24.0,2024-05-01 20:20:00+00:00
80.0,2.0,3.0,1.4,8.0,6.7,89.0,1018.1,24.1,24.0,2024-05-01 19:50:00+00:00
80.0,2.0,3.0,1.4,9.0,6.7,92.0,1017.9,24.0,23.9,2024-05-01 19:20:00+00:00
90.0,3.0,4.0,1.5,9.0,6.9,77.0,1017.8,24.0,24.0,2024-05-01 18:50:00+00:00
110.0,3.0,4.0,1.3,8.0,6.8,88.0,1017.5,24.0,24.0,2024-05-01 18:20:00+00:00
100.0,3.0,4.0,1.3,9.0,6.5,83.0,1017.2,23.9,24.0,2024-05-01 17:50:00+00:00
120.0,3.0,4.0,1.4,9.0,6.6,75.0,1016.7,23.7,24.0,2024-05-01 16:50:00+00:00
120.0,3.0,4.0,1.5,8.0,6.6,63.0,1016.5,23.7,24.0,2024-05-01 16:20:00+00:00
130.0,4.0,5.0,1.5,8.0,6.8,86.0,1016.3,23.6,24.0,2024-05-01 15:50:00+00:00
130.0,4.0,5.0,1.5,8.0,6.7,83.0,1016.1,23.6,24.1,2024-05-01 15:20:00+00:00
120.0,4.0,5.0,1.4,9.0,6.6,70.0,1015.8,23.6,24.1,2024-05-01 14:50:00+00:00
130.0,4.0,5.0,1.5,9.0,6.7,59.0,1015.8,23.7,24.1,2024-05-01 14:20:00+00:00
130.0,4.0,5.0,1.5,9.0,6.6,114.0,1015.8,23.7,24.1,2024-05-01 13:50:00+00:00
130.0,4.0,5.0,1.4,9.0,6.5,107.0,1015.9,23.7,24.1,2024-05-01 13:20:00+00:00
120.0,4.0,6.0,1.4,9.0,6.5,99.0,1016.0,23.7,24.1,2024-05-01 12:50:00+00:00
120.0,5.0,6.0,1.5,9.0,6.7,92.0,1016.1,23.8,24.2,2024-05-01 12:20:00+00:00
130.0,5.0,6.0,1.5,9.0,6.4,83.0,1016.1,23.8,24.2,2024-05-01 11:50:00+00:00
120.0,5.0,6.0,1.5,9.0,6.4,116.0,1016.5,23.9,24.1,2024-05-01 11:20:00+00:00
130.0,5.0,6.0,1.5,9.0,6.5,80.0,1017.0,24.0,24.2,2024-05-01 10:50:00+00:00
140.0,6.0,7.0,1.5,9.0,6.5,99.0,1017.2,23.9,24.1,2024-05-01 10:20:00+00:00
130.0,5.0,7.0,1.6,9.0,6.5,107.0,1017.4,24.0,24.2,2024-05-01 09:50:00+00:00
130.0,5.0,6.0,1.5,8.0,6.3,111.0,1017.7,24.1,24.2,2024-05-01 09:20:00+00:00
130.0,5.0,6.0,1.6,9.0,6.4,101.0,1017.7,24.1,24.2,2024-05-01 08:50:00+00:00
130.0,5.0,6.0,1.6,9.0,6.6,103.0,1017.8,24.1,24.2,2024-05-01 08:20:00+00:00
120.0,5.0,6.0,1.6,9.0,6.6,94.0,1017.6,24.1,24.3,2024-05-01 07:50:00+00:00
130.0,5.0,6.0,1.6,8.0,6.6,81.0,1017.5,24.2,24.3,2024-05-01 07:20:00+00:00
120.0,4.0,6.0,1.7,9.0,6.9,103.0,1017.2,24.2,24.4,2024-05-01 06:50:00+00:00
120.0,4.0,5.0,1.7,9.0,6.8,102.0,1016.7,24.2,24.4,2024-05-01 06:20:00+00:00
120.0,5.0,6.0,1.7,9.0,6.6,103.0,1016.4,24.1,24.4,2024-05-01 05:50:00+00:00
130.0,4.0,6.0,1.8,8.0,6.8,97.0,1015.9,24.0,24.5,2024-05-01 05:20:00+00:00
120.0,4.0,6.0,1.6,8.0,6.5,91.0,1015.6,24.0,24.5,2024-05-01 04:50:00+00:00
120.0,4.0,5.0,1.6,9.0,6.6,106.0,1015.3,23.9,24.3,2024-05-01 04:20:00+00:00
90.0,2.0,3.0,1.8,8.0,6.7,88.0,1015.0,24.1,24.5,2024-05-01 03:50:00+00:00
100.0,2.0,3.0,1.7,8.0,6.8,112.0,1014.7,23.9,24.4,2024-05-01 03:20:00+00:00
130.0,3.0,4.0,1.7,9.0,6.9,106.0,1014.7,23.5,24.3,2024-05-01 02:50:00+00:00
120.0,3.0,5.0,1.7,8.0,7.0,87.0,1014.6,23.3,24.3,2024-05-01 02:20:00+00:00
150.0,4.0,5.0,1.6,8.0,6.9,120.0,1014.6,23.3,24.5,2024-05-01 01:50:00+00:00
150.0,4.0,5.0,1.6,9.0,7.1,94.0,1014.7,23.5,24.4,2024-05-01 01:20:00+00:00
130.0,3.0,4.0,1.6,9.0,7.1,121.0,1014.9,23.9,24.0,2024-05-01 00:50:00+00:00
130.0,3.0,5.0,1.5,9.0,7.0,106.0,1015.1,24.0,24.4,2024-05-01 00:20:00+00:00
150.0,3.0,6.0,1.6,9.0,7.2,101.0,1015.4,24.0,24.2,2024-04-30 23:50:00+00:00
160.0,3.0,4.0,1.7,10.0,7.4,105.0,1015.7,24.0,24.1,2024-04-30 22:50:00+00:00
150.0,3.0,4.0,1.6,9.0,7.2,96.0,1015.9,23.9,24.1,2024-04-30 22:20:00+00:00
150.0,4.0,5.0,1.6,10.0,7.3,91.0,1016.1,24.0,24.1,2024-04-30 21:50:00+00:00
140.0,4.0,5.0,1.5,8.0,7.0,110.0,1016.4,23.9,24.1,2024-04-30 21:20:00+00:00
130.0,3.0,4.0,1.5,8.0,6.7,93.0,1016.5,24.0,24.0,2024-04-30 20:50:00+00:00
130.0,3.0,4.0,1.7,8.0,7.1,92.0,1016.7,23.9,23.9,2024-04-30 20:20:00+00:00
140.0,3.0,5.0,1.6,9.0,7.0,84.0,1016.7,23.8,23.9,2024-04-30 19:50:00+00:00
140.0,3.0,4.0,1.6,8.0,6.8,103.0,1016.5,23.7,23.9,2024-04-30 19:20:00+00:00
150.0,3.0,5.0,1.6,9.0,7.0,96.0,1016.4,23.6,23.8,2024-04-30 18:50:00+00:00
150.0,4.0,5.0,1.6,9.0,6.7,118.0,1016.3,23.6,23.8,2024-04-30 18:20:00+00:00
150.0,4.0,5.0,1.6,9.0,6.7,81.0,1016.1,23.5,23.8,2024-04-30 17:50:00+00:00
160.0,3.0,4.0,1.7,9.0,6.8,85.0,1016.1,23.3,23.8,2024-04-30 17:20:00+00:00
170.0,3.0,4.0,1.7,8.0,6.6,91.0,1015.7,23.2,23.8,2024-04-30 16:50:00+00:00
170.0,4.0,5.0,1.8,9.0,6.9,94.0,1015.5,23.2,23.8,2024-04-30 16:20:00+00:00
170.0,3.0,5.0,1.6,9.0,6.6,114.0,1015.4,23.2,23.8,2024-04-30 15:50:00+00:00
170.0,3.0,4.0,1.7,9.0,6.5,91.0,1015.1,23.2,23.8,2024-04-30 15:20:00+00:00
170.0,4.0,5.0,1.6,9.0,6.7,88.0,1015.1,23.3,23.9,2024-04-30 14:50:00+00:00
150.0,4.0,5.0,1.7,9.0,6.7,92.0,1015.0,23.4,23.9,2024-04-30 14:20:00+00:00
160.0,4.0,5.0,1.6,10.0,6.5,101.0,1015.1,23.3,23.8,2024-04-30 13:50:00+00:00
160.0,4.0,5.0,1.7,8.0,6.6,98.0,1015.1,23.2,23.9,2024-04-30 13:20:00+00:00
170.0,5.0,6.0,1.7,9.0,6.6,97.0,1015.5,23.0,23.9,2024-04-30 12:50:00+00:00
170.0,5.0,7.0,1.7,9.0,6.7,112.0,1015.7,22.9,23.9,2024-04-30 12:20:00+00:00
160.0,5.0,6.0,1.8,9.0,6.7,106.0,1015.9,23.0,23.9,2024-04-30 11:50:00+00:00
160.0,5.0,7.0,1.6,9.0,6.5,116.0,1015.8,23.3,23.9,2024-04-30 11:20:00+00:00
150.0,5.0,6.0,1.6,9.0,6.4,114.0,1016.1,23.5,23.9,2024-04-30 10:50:00+00:00
100.0,5.0,6.0,1.6,9.0,6.6,115.0,1016.4,23.2,23.9,2024-04-30 10:20:00+00:00
90.0,5.0,7.0,1.5,10.0,6.2,107.0,1016.7,23.3,23.9,2024-04-30 09:50:00+00:00
