Wind Dir (°),Wind Speed (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Direction,Pressure,Air Temperature,Water Temperature,Datetime
20.0,6.0,9.0,2.7,10.0,7.1,0.0,1018.0,21.8,24.4,2024-05-10 17:20:00+00:00
40.0,6.0,8.0,2.8,9.0,7.1,340.0,1017.5,22.8,24.4,2024-05-10 16:50:00+00:00
40.0,6.0,7.0,2.8,9.0,7.1,353.0,1017.3,22.8,24.4,2024-05-10 16:20:00+00:00
50.0,6.0,7.0,2.8,9.0,7.1,359.0,1017.1,22.7,24.4,2024-05-10 15:50:00+00:00
50.0,6.0,7.0,3.2,9.0,7.3,342.0,1016.8,22.6,24.4,2024-05-10 15:20:00+00:00
50.0,6.0,7.0,2.9,10.0,6.9,340.0,1016.5,22.6,24.4,2024-05-10 14:50:00+00:00
60.0,6.0,8.0,2.8,10.0,6.9,350.0,1016.5,22.5,24.4,2024-05-10 14:20:00+00:00
50.0,7.0,9.0,2.6,9.0,6.8,359.0,1016.7,22.6,24.4,2024-05-10 13:50:00+00:00
60.0,7.0,8.0,2.8,8.0,6.7,356.0,1016.7,22.5,24.4,2024-05-10 13:20:00+00:00
70.0,7.0,9.0,2.4,8.0,6.3,351.0,1016.5,22.6,24.5,2024-05-10 12:50:00+00:00
70.0,7.0,9.0,2.4,8.0,6.2,7.0,1016.4,22.6,24.5,2024-05-10 12:20:00+00:00
70.0,8.0,9.0,2.5,8.0,6.3,31.0,1016.7,22.5,24.5,2024-05-10 11:50:00+00:00
70.0,7.0,9.0,2.2,8.0,6.0,61.0,1017.0,22.9,24.5,2024-05-10 11:20:00+00:00
60.0,9.0,11.0,2.0,6.0,5.6,35.0,1017.2,22.7,24.5,2024-05-10 10:50:00+00:00
70.0,9.0,12.0,1.9,6.0,5.5,43.0,1017.4,22.8,24.5,2024-05-10 10:20:00+00:00
80.0,10.0,12.0,1.9,5.0,5.5,45.0,1017.7,22.3,24.5,2024-05-10 09:50:00+00:00
40.0,11.0,15.0,1.8,6.0,5.5,54.0,1017.7,23.0,24.5,2024-05-10 09:20:00+00:00
40.0,9.0,11.0,1.8,17.0,5.6,197.0,1018.0,22.9,24.5,2024-05-10 08:50:00+00:00
60.0,8.0,10.0,1.7,8.0,5.6,98.0,1017.6,22.6,24.5,2024-05-10 08:20:00+00:00
40.0,8.0,11.0,1.7,8.0,5.7,81.0,1017.9,22.7,24.5,2024-05-10 07:50:00+00:00
40.0,8.0,10.0,1.7,17.0,5.5,193.0,1017.4,22.5,24.5,2024-05-10 07:20:00+00:00
40.0,9.0,12.0,1.6,17.0,5.6,192.0,1017.1,23.0,24.5,2024-05-10 06:50:00+00:00
30.0,9.0,11.0,1.6,9.0,5.5,70.0,1016.9,23.3,24.5,2024-05-10 06:20:00+00:00
40.0,8.0,10.0,1.7,8.0,5.9,93.0,1015.9,23.3,24.5,2024-05-10 05:50:00+00:00
50.0,8.0,11.0,1.6,17.0,5.7,201.0,1016.1,23.1,24.5,2024-05-10 05:20:00+00:00
40.0,9.0,11.0,1.6,8.0,6.0,88.0,1016.2,23.2,24.5,2024-05-10 04:50:00+00:00
40.0,7.0,9.0,1.6,8.0,5.8,86.0,1016.0,23.1,24.5,2024-05-10 04:20:00+00:00
30.0,9.0,10.0,1.7,17.0,6.2,164.0,1015.6,23.0,24.5,2024-05-10 03:50:00+00:00
20.0,7.0,8.0,1.6,8.0,6.1,97.0,1016.1,22.9,24.5,2024-05-10 03:20:00+00:00
30.0,7.0,9.0,1.6,8.0,5.9,94.0,1016.2,23.0,24.6,2024-05-10 02:50:00+00:00
40.0,7.0,9.0,1.7,17.0,6.0,172.0,1016.1,22.7,24.6,2024-05-10 02:20:00+00:00
10.0,8.0,10.0,1.7,8.0,6.0,101.0,1016.2,22.6,24.6,2024-05-10 01:50:00+00:00
10.0,8.0,10.0,1.7,17.0,6.2,179.0,1016.6,22.7,24.6,2024-05-10 01:20:00+00:00
10.0,7.0,10.0,1.6,17.0,6.1,217.0,1016.8,22.6,24.6,2024-05-10 00:50:00+00:00
30.0,6.0,8.0,1.4,17.0,5.8,213.0,1017.2,23.1,24.6,2024-05-10 00:20:00+00:00
30.0,6.0,8.0,1.5,17.0,6.1,173.0,1017.4,23.0,24.6,2024-05-09 23:50:00+00:00
40.0,6.0,7.0,1.4,17.0,5.8,187.0,1017.8,22.8,24.6,2024-05-09 22:50:00+00:00
60.0,5.0,6.0,1.5,17.0,6.4,187.0,1018.0,23.1,24.6,2024-05-09 22:20:00+00:00
50.0,6.0,7.0,1.4,9.0,6.1,94.0,1018.1,23.1,24.5,2024-05-09 21:50:00+00:00
50.0,6.0,7.0,1.5,17.0,6.2,161.0,1018.0,23.1,24.5,2024-05-09 21:20:00+00:00
40.0,6.0,7.0,1.4,17.0,5.9,145.0,1018.0,22.4,24.4,2024-05-09 20:50:00+00:00
50.0,9.0,11.0,1.4,17.0,5.8,162.0,1018.1,21.9,24.4,2024-05-09 20:20:00+00:00
40.0,7.0,8.0,1.5,17.0,6.0,157.0,1018.1,22.7,24.4,2024-05-09 19:50:00+00:00
40.0,8.0,10.0,1.5,17.0,6.3,196.0,1018.0,22.7,24.4,2024-05-09 19:20:00+00:00
40.0,5.0,7.0,1.5,19.0,6.3,181.0,1017.9,22.7,24.4,2024-05-09 18:20:00+00:00
40.0,4.0,6.0,1.5,17.0,6.0,177.0,1017.8,22.5,24.4,2024-05-09 17:50:00+00:00
40.0,4.0,5.0,1.4,9.0,6.0,99.0,1017.5,22.2,24.4,2024-05-09 17:20:00+00:00
50.0,5.0,7.0,1.6,19.0,6.2,178.0,1017.3,21.7,24.4,2024-05-09 16:50:00+00:00
30.0,5.0,6.0,1.5,8.0,5.9,99.0,1016.9,22.7,24.4,2024-05-09 16:20:00+00:00
40.0,6.0,7.0,1.4,8.0,5.6,87.0,1016.8,22.3,24.4,2024-05-09 15:50:00+00:00
50.0,7.0,8.0,1.5,19.0,5.9,204.0,1016.6,22.5,24.4,2024-05-09 15:20:00+00:00
50.0,6.0,8.0,1.4,8.0,5.9,89.0,1016.6,22.1,24.4,2024-05-09 14:50:00+00:00
50.0,5.0,7.0,1.5,19.0,6.1,229.0,1016.5,23.2,24.4,2024-05-09 14:20:00+00:00
50.0,5.0,7.0,1.4,8.0,5.9,85.0,1016.7,23.3,24.4,2024-05-09 13:50:00+00:00
40.0,6.0,7.0,1.4,8.0,6.0,99.0,1016.7,23.3,24.4,2024-05-09 13:20:00+00:00
50.0,5.0,7.0,1.4,8.0,5.8,93.0,1016.7,23.3,24.3,2024-05-09 12:50:00+00:00
60.0,6.0,8.0,1.4,9.0,6.0,86.0,1017.0,23.3,24.3,2024-05-09 11:50:00+00:00
70.0,6.0,8.0,1.4,19.0,6.4,194.0,1017.4,23.4,24.4,2024-05-09 11:20:00+00:00
70.0,6.0,8.0,1.4,8.0,6.2,100.0,1017.7,23.4,24.4,2024-05-09 10:50:00+00:00
50.0,6.0,7.0,1.4,8.0,6.2,97.0,1018.0,23.4,24.5,2024-05-09 10:20:00+00:00
50.0,6.0,7.0,1.3,8.0,6.3,90.0,1018.3,23.6,24.5,2024-05-09 09:20:00+00:00
60.0,6.0,7.0,1.3,8.0,5.9,82.0,1018.3,23.5,24.5,2024-05-09 08:50:00+00:00
50.0,6.0,7.0,1.3,8.0,6.2,96.0,1018.2,23.4,24.5,2024-05-09 08:20:00+00:00
50.0,6.0,7.0,1.3,19.0,6.1,314.0,1018.2,23.5,24.5,2024-05-09 07:50:00+00:00
50.0,5.0,7.0,1.4,8.0,6.2,98.0,1018.0,23.5,24.5,2024-05-09 07:20:00+00:00
50.0,6.0,7.0,1.4,8.0,6.3,93.0,1017.7,23.4,24.5,2024-05-09 06:50:00+00:00
60.0,6.0,7.0,1.4,8.0,6.3,83.0,1017.4,23.5,24.5,2024-05-09 06:20:00+00:00
70.0,6.0,8.0,1.4,9.0,6.0,136.0,1017.1,23.5,24.5,2024-05-09 05:50:00+00:00
60.0,6.0,7.0,1.4,8.0,6.2,88.0,1016.9,23.5,24.7,2024-05-09 05:20:00+00:00
50.0,6.0,7.0,1.4,9.0,6.5,88.0,1016.6,23.5,24.5,2024-05-09 04:50:00+00:00
50.0,6.0,7.0,1.4,8.0,6.2,80.0,1016.6,23.5,24.6,2024-05-09 04:20:00+00:00
50.0,6.0,8.0,1.5,8.0,6.5,73.0,1016.5,23.5,24.7,2024-05-09 03:50:00+00:00
40.0,5.0,6.0,1.6,8.0,6.7,95.0,1016.3,23.6,24.7,2024-05-09 03:20:00+00:00
40.0,5.0,6.0,1.5,8.0,6.5,100.0,1016.3,23.5,24.6,2024-05-09 02:50:00+00:00
50.0,5.0,6.0,1.5,8.0,6.5,99.0,1016.2,23.4,24.6,2024-05-09 02:20:00+00:00
40.0,4.0,6.0,1.5,8.0,6.3,88.0,1016.4,23.3,24.6,2024-05-09 01:50:00+00:00
40.0,4.0,6.0,1.6,8.0,6.3,87.0,1016.7,23.2,24.6,2024-05-09 01:20:00+00:00
40.0,5.0,6.0,1.4,8.0,6.5,101.0,1016.9,23.2,24.6,2024-05-09 00:50:00+00:00
70.0,3.0,5.0,1.5,8.0,6.7,87.0,1017.2,22.8,24.5,2024-05-09 00:20:00+00:00
50.0,3.0,5.0,1.5,8.0,6.7,103.0,1017.4,23.4,24.5,2024-05-08 23:50:00+00:00
40.0,4.0,6.0,1.5,8.0,6.9,96.0,1017.7,23.2,24.5,2024-05-08 23:20:00+00:00
40.0,5.0,7.0,1.5,8.0,6.9,113.0,1017.9,23.3,24.5,2024-05-08 22:50:00+00:00
50.0,4.0,5.0,1.5,8.0,6.9,114.0,1018.2,23.4,24.5,2024-05-08 22:20:00+00:00
50.0,4.0,5.0,1.4,9.0,6.8,110.0,1018.2,23.4,24.5,2024-05-08 21:50:00+00:00
40.0,4.0,5.0,1.5,8.0,6.9,88.0,1018.4,23.3,24.4,2024-05-08 21:20:00+00:00
30.0,4.0,5.0,1.4,8.0,6.8,110.0,1018.4,23.3,24.3,2024-05-08 20:50:00+00:00
40.0,4.0,5.0,1.4,8.0,6.8,97.0,1018.4,23.3,24.3,2024-05-08 20:20:00+00:00
40.0,3.0,5.0,1.3,8.0,6.5,107.0,1018.1,23.2,24.2,2024-05-08 19:50:00+00:00
50.0,3.0,4.0,1.4,8.0,6.5,103.0,1018.1,23.0,24.1,2024-05-08 19:20:00+00:00
40.0,4.0,5.0,1.4,8.0,6.4,88.0,1018.1,22.9,24.1,2024-05-08 18:50:00+00:00
40.0,4.0,6.0,1.5,10.0,6.5,332.0,1018.1,23.0,24.1,2024-05-08 18:20:00+00:00
50.0,4.0,5.0,1.4,9.0,6.4,105.0,1017.8,23.2,24.1,2024-05-08 17:50:00+00:00
50.0,4.0,5.0,1.6,9.0,6.3,106.0,1017.5,23.0,24.1,2024-05-08 17:20:00+00:00
50.0,4.0,5.0,1.7,9.0,6.8,106.0,1017.4,23.0,24.1,2024-05-08 16:50:00+00:00
50.0,3.0,4.0,1.5,8.0,6.3,90.0,1017.0,22.9,24.1,2024-05-08 16:20:00+00:00
80.0,4.0,5.0,1.6,9.0,6.5,112.0,1016.7,22.9,24.1,2024-05-08 15:20:00+00:00
80.0,4.0,5.0,1.7,8.0,6.5,101.0,1016.7,22.9,24.1,2024-05-08 14:50:00+00:00
80.0,4.0,5.0,1.6,8.0,6.4,109.0,1017.0,22.9,24.1,2024-05-08 13:50:00+00:00
80.0,5.0,9.0,1.8,8.0,6.6,104.0,1017.2,22.2,24.2,2024-05-08 13:20:00+00:00
40.0,4.0,5.0,1.6,8.0,6.3,101.0,1017.5,22.7,24.2,2024-05-08 12:50:00+00:00
60.0,4.0,6.0,1.7,8.0,6.7,104.0,1017.7,22.9,24.2,2024-05-08 12:20:00+00:00
80.0,5.0,7.0,1.8,9.0,6.9,101.0,1017.9,23.0,24.2,2024-05-08 11:50:00+00:00
50.0,5.0,6.0,1.7,8.0,6.5,114.0,1018.2,22.8,24.2,2024-05-08 11:20:00+00:00
70.0,5.0,7.0,1.6,10.0,6.5,113.0,1018.6,22.7,24.2,2024-05-08 10:50:00+00:00
30.0,2.0,7.0,1.5,9.0,6.5,113.0,1018.9,22.3,24.3,2024-05-08 10:20:00+00:00
70.0,5.0,6.0,1.7,9.0,6.7,107.0,1019.4,23.1,24.3,2024-05-08 09:50:00+00:00
70.0,6.0,7.0,1.5,7.0,6.1,108.0,1019.4,23.3,24.3,2024-05-08 08:50:00+00:00
60.0,5.0,6.0,1.7,9.0,6.5,101.0,1019.4,23.3,24.3,2024-05-08 08:20:00+00:00
60.0,6.0,7.0,1.7,9.0,6.6,91.0,1019.3,23.3,24.3,2024-05-08 07:50:00+00:00
70.0,5.0,7.0,1.7,9.0,6.4,92.0,1019.1,23.3,24.3,2024-05-08 07:20:00+00:00
70.0,6.0,7.0,1.7,8.0,6.5,106.0,1018.6,23.3,24.3,2024-05-08 06:50:00+00:00
70.0,6.0,8.0,1.8,9.0,6.5,113.0,1018.5,23.3,24.3,2024-05-08 06:20:00+00:00
70.0,6.0,8.0,1.6,9.0,6.3,105.0,1018.2,23.3,24.3,2024-05-08 05:50:00+00:00
70.0,6.0,8.0,1.8,9.0,6.4,116.0,1018.1,23.4,24.3,2024-05-08 04:50:00+00:00
70.0,6.0,8.0,2.0,8.0,6.6,109.0,1017.8,23.5,24.3,2024-05-08 04:20:00+00:00
70.0,6.0,7.0,1.9,9.0,6.4,109.0,1017.7,23.5,24.4,2024-05-08 03:50:00+00:00
70.0,6.0,7.0,1.8,9.0,6.3,111.0,1017.6,23.5,24.3,2024-05-08 03:20:00+00:00
70.0,6.0,8.0,2.1,9.0,6.7,103.0,1017.6,23.5,24.4,2024-05-08 02:50:00+00:00
60.0,6.0,7.0,2.0,9.0,6.6,110.0,1017.9,23.5,24.4,2024-05-08 02:20:00+00:00
60.0,5.0,7.0,1.9,9.0,6.5,109.0,1018.1,23.5,24.4,2024-05-08 01:50:00+00:00
70.0,5.0,7.0,2.2,9.0,6.7,115.0,1018.4,23.4,24.4,2024-05-08 01:20:00+00:00
70.0,5.0,6.0,2.1,8.0,6.6,111.0,1018.7,23.4,24.3,2024-05-08 00:50:00+00:00
70.0,5.0,7.0,2.1,9.0,6.6,115.0,1019.1,23.4,24.3,2024-05-08 00:20:00+00:00
70.0,5.0,6.0,2.1,8.0,6.6,113.0,1019.4,23.3,24.2,2024-05-07 23:20:00+00:00
80.0,5.0,7.0,2.1,9.0,6.9,106.0,1019.6,23.3,24.2,2024-05-07 22:50:00+00:00
70.0,5.0,6.0,2.0,9.0,6.7,103.0,1019.7,23.3,24.1,2024-05-07 22:20:00+00:00
70.0,5.0,6.0,1.9,9.0,6.4,106.0,1020.0,23.2,24.1,2024-05-07 21:50:00+00:00
70.0,6.0,7.0,2.1,9.0,6.6,109.0,1020.3,23.2,24.1,2024-05-07 21:20:00+00:00
70.0,6.0,7.0,2.0,9.0,6.6,106.0,1020.4,23.2,24.0,2024-05-07 20:50:00+00:00
70.0,6.0,7.0,1.9,9.0,6.4,114.0,1020.5,23.2,24.0,2024-05-07 20:20:00+00:00
60.0,6.0,7.0,2.0,9.0,6.5,112.0,1020.4,23.2,24.0,2024-05-07 19:50:00+00:00
60.0,6.0,8.0,2.1,9.0,6.8,109.0,1020.3,23.2,24.0,2024-05-07 19:20:00+00:00
80.0,6.0,8.0,2.1,9.0,6.7,100.0,1019.9,23.2,24.0,2024-05-07 18:20:00+00:00
70.0,6.0,7.0,2.2,9.0,6.6,113.0,1019.7,23.1,24.0,2024-05-07 17:50:00+00:00
80.0,6.0,8.0,1.9,9.0,6.5,105.0,1019.4,23.1,24.0,2024-05-07 17:20:00+00:00
70.0,6.0,7.0,2.2,9.0,6.6,102.0,1019.2,23.0,24.0,2024-05-07 16:50:00+00:00
70.0,6.0,7.0,2.3,9.0,6.6,100.0,1019.1,22.8,24.0,2024-05-07 16:20:00+00:00
70.0,6.0,8.0,2.1,9.0,6.7,112.0,1018.8,22.9,24.0,2024-05-07 15:50:00+00:00
70.0,6.0,7.0,2.3,9.0,6.7,105.0,1018.8,22.8,23.9,2024-05-07 15:20:00+00:00
70.0,6.0,8.0,2.3,9.0,6.7,109.0,1018.9,22.9,24.0,2024-05-07 14:50:00+00:00
80.0,6.0,8.0,2.2,9.0,6.7,108.0,1018.9,22.8,24.0,2024-05-07 14:20:00+00:00
80.0,6.0,8.0,2.3,9.0,6.8,112.0,1019.0,22.9,24.0,2024-05-07 13:50:00+00:00
80.0,7.0,9.0,2.2,9.0,6.7,116.0,1019.1,22.9,24.0,2024-05-07 13:20:00+00:00
80.0,7.0,9.0,2.4,9.0,6.7,105.0,1019.3,22.9,24.0,2024-05-07 12:50:00+00:00
80.0,7.0,9.0,2.5,9.0,6.9,113.0,1019.6,22.9,24.0,2024-05-07 12:20:00+00:00
80.0,7.0,9.0,2.4,10.0,6.7,112.0,1019.8,22.9,24.0,2024-05-07 11:50:00+00:00
80.0,7.0,9.0,2.4,9.0,6.7,115.0,1020.3,23.0,24.0,2024-05-07 11:20:00+00:00
80.0,7.0,9.0,2.3,9.0,6.8,107.0,1020.5,23.1,24.0,2024-05-07 10:50:00+00:00
90.0,8.0,10.0,2.1,9.0,6.2,111.0,1020.8,23.1,24.0,2024-05-07 10:20:00+00:00
90.0,9.0,11.0,2.4,9.0,6.6,112.0,1021.1,23.2,24.0,2024-05-07 09:50:00+00:00
80.0,9.0,11.0,2.3,10.0,6.7,104.0,1021.3,23.2,24.0,2024-05-07 09:20:00+00:00
70.0,7.0,10.0,2.2,9.0,6.6,115.0,1021.4,23.2,24.0,2024-05-07 08:50:00+00:00
80.0,7.0,9.0,2.5,9.0,6.8,109.0,1021.5,23.3,24.0,2024-05-07 07:50:00+00:00
80.0,8.0,10.0,2.5,9.0,6.9,104.0,1021.1,23.2,24.1,2024-05-07 07:20:00+00:00
70.0,8.0,10.0,2.4,10.0,6.8,97.0,1020.7,23.3,24.0,2024-05-07 06:50:00+00:00
80.0,9.0,11.0,2.4,9.0,6.8,101.0,1020.3,23.3,24.1,2024-05-07 06:20:00+00:00
80.0,8.0,11.0,2.4,10.0,6.9,107.0,1019.9,23.3,24.1,2024-05-07 05:50:00+00:00
80.0,8.0,10.0,2.6,9.0,7.0,108.0,1019.7,23.5,24.1,2024-05-07 05:20:00+00:00
70.0,8.0,10.0,2.4,9.0,6.6,105.0,1019.7,23.6,24.1,2024-05-07 04:50:00+00:00
80.0,8.0,10.0,2.4,10.0,6.8,112.0,1019.6,23.6,24.1,2024-05-07 04:20:00+00:00
70.0,7.0,9.0,2.5,9.0,6.6,106.0,1019.5,23.6,24.2,2024-05-07 03:50:00+00:00
70.0,7.0,9.0,2.6,9.0,6.8,107.0,1019.4,23.4,24.2,2024-05-07 03:20:00+00:00
70.0,7.0,9.0,2.5,9.0,6.6,101.0,1019.5,23.4,24.2,2024-05-07 02:50:00+00:00
70.0,7.0,9.0,2.5,9.0,6.7,108.0,1019.8,23.4,24.2,2024-05-07 02:20:00+00:00
70.0,7.0,9.0,2.7,9.0,6.9,98.0,1020.0,23.4,24.2,2024-05-07 01:50:00+00:00
70.0,8.0,9.0,2.6,9.0,6.6,103.0,1020.1,23.4,24.2,2024-05-07 01:20:00+00:00
70.0,8.0,9.0,2.9,9.0,6.9,99.0,1020.4,23.3,24.2,2024-05-07 00:50:00+00:00
70.0,8.0,10.0,2.7,9.0,6.7,100.0,1020.5,23.3,24.2,2024-05-07 00:20:00+00:00
80.0,8.0,10.0,2.6,9.0,6.4,92.0,1020.8,23.2,24.2,2024-05-06 23:50:00+00:00
80.0,9.0,11.0,2.7,9.0,6.5,97.0,1021.1,23.3,24.1,2024-05-06 22:50:00+00:00
70.0,9.0,11.0,2.7,8.0,6.6,92.0,1021.3,23.2,24.1,2024-05-06 22:20:00+00:00
70.0,9.0,11.0,2.8,9.0,6.7,96.0,1021.6,23.3,24.1,2024-05-06 21:50:00+00:00
70.0,9.0,11.0,2.8,9.0,6.7,98.0,1021.8,23.2,24.1,2024-05-06 21:20:00+00:00
70.0,8.0,10.0,2.6,8.0,6.6,105.0,1021.7,23.3,24.1,2024-05-06 20:50:00+00:00
70.0,8.0,10.0,2.7,9.0,6.9,105.0,1021.9,23.3,24.1,2024-05-06 20:20:00+00:00
80.0,8.0,10.0,2.9,9.0,6.9,106.0,1022.0,23.2,24.1,2024-05-06 19:50:00+00:00
70.0,8.0,10.0,2.7,9.0,6.8,98.0,1021.8,23.3,24.1,2024-05-06 19:20:00+00:00
80.0,8.0,11.0,3.0,9.0,7.3,93.0,1021.7,23.3,24.1,2024-05-06 18:50:00+00:00
70.0,9.0,11.0,2.9,9.0,7.1,98.0,1021.5,23.3,24.1,2024-05-06 18:20:00+00:00
70.0,9.0,11.0,2.8,9.0,6.7,98.0,1021.4,23.2,24.1,2024-05-06 17:50:00+00:00
70.0,9.0,11.0,2.8,10.0,6.8,99.0,1021.1,23.1,24.1,2024-05-06 17:20:00+00:00
70.0,9.0,12.0,2.8,9.0,6.8,89.0,1020.9,23.1,24.1,2024-05-06 16:50:00+00:00
70.0,9.0,11.0,2.8,9.0,6.8,97.0,1020.7,23.1,24.1,2024-05-06 16:20:00+00:00
70.0,9.0,12.0,3.0,10.0,7.1,95.0,1020.6,23.0,24.1,2024-05-06 15:50:00+00:00
70.0,9.0,12.0,3.0,9.0,6.9,88.0,1020.4,23.0,24.1,2024-05-06 15:20:00+00:00
70.0,9.0,12.0,3.0,10.0,7.1,89.0,1020.4,23.1,24.1,2024-05-06 14:50:00+00:00
70.0,9.0,12.0,2.8,9.0,6.9,106.0,1020.4,23.1,24.1,2024-05-06 14:20:00+00:00
70.0,9.0,11.0,2.9,9.0,7.0,103.0,1020.4,23.1,24.1,2024-05-06 13:50:00+00:00
70.0,10.0,11.0,3.1,10.0,7.0,103.0,1020.4,23.0,24.1,2024-05-06 13:20:00+00:00
70.0,9.0,12.0,3.3,10.0,7.2,103.0,1020.6,23.1,24.0,2024-05-06 12:50:00+00:00
70.0,10.0,12.0,3.0,9.0,6.8,100.0,1020.9,23.1,24.1,2024-05-06 12:20:00+00:00
70.0,9.0,12.0,3.0,10.0,7.0,105.0,1021.1,23.2,24.1,2024-05-06 11:50:00+00:00
70.0,10.0,12.0,2.8,9.0,6.9,103.0,1021.4,23.2,24.1,2024-05-06 11:20:00+00:00
70.0,10.0,13.0,2.8,10.0,6.8,106.0,1021.6,23.3,24.1,2024-05-06 10:50:00+00:00
70.0,9.0,12.0,2.9,9.0,7.0,103.0,1021.9,23.3,24.1,2024-05-06 10:20:00+00:00
70.0,9.0,11.0,2.6,10.0,6.8,101.0,1022.2,23.3,24.1,2024-05-06 09:50:00+00:00
70.0,9.0,12.0,2.6,10.0,6.7,99.0,1022.4,23.3,24.1,2024-05-06 09:20:00+00:00
70.0,9.0,11.0,2.7,9.0,7.1,104.0,1022.5,23.3,24.1,2024-05-06 08:50:00+00:00
80.0,7.0,9.0,2.7,10.0,7.0,102.0,1022.5,22.4,24.1,2024-05-06 08:20:00+00:00
100.0,8.0,10.0,2.8,10.0,7.1,104.0,1022.6,22.0,24.1,2024-05-06 07:50:00+00:00
80.0,8.0,10.0,2.9,10.0,7.1,106.0,1022.5,22.0,24.1,2024-05-06 07:20:00+00:00
80.0,10.0,12.0,2.8,10.0,6.8,99.0,1022.2,21.5,24.1,2024-05-06 06:50:00+00:00
70.0,8.0,10.0,2.9,10.0,6.8,103.0,1021.6,22.2,24.1,2024-05-06 06:20:00+00:00
70.0,10.0,12.0,3.0,9.0,7.1,105.0,1021.3,21.9,24.0,2024-05-06 05:50:00+00:00
70.0,10.0,13.0,2.8,10.0,6.7,104.0,1021.2,22.3,24.0,2024-05-06 05:20:00+00:00
70.0,8.0,10.0,2.7,9.0,6.8,103.0,1021.0,21.8,24.0,2024-05-06 04:50:00+00:00
80.0,12.0,14.0,2.6,10.0,6.6,106.0,1020.8,21.5,24.0,2024-05-06 04:20:00+00:00
80.0,10.0,12.0,2.9,10.0,7.0,111.0,1020.6,22.6,24.0,2024-05-06 03:50:00+00:00
80.0,9.0,11.0,2.7,10.0,6.7,108.0,1020.5,22.8,24.0,2024-05-06 03:20:00+00:00
100.0,11.0,14.0,2.8,10.0,6.6,108.0,1020.5,22.5,24.0,2024-05-06 02:50:00+00:00
80.0,9.0,10.0,2.9,10.0,6.7,93.0,1020.4,22.0,24.0,2024-05-06 02:20:00+00:00
80.0,9.0,12.0,3.0,9.0,6.7,100.0,1020.5,22.7,24.0,2024-05-06 01:50:00+00:00
70.0,9.0,12.0,2.8,10.0,6.5,105.0,1020.5,23.4,24.0,2024-05-06 01:20:00+00:00
70.0,9.0,11.0,2.7,10.0,6.5,103.0,1020.8,23.4,24.0,2024-05-06 00:50:00+00:00
80.0,8.0,11.0,3.1,9.0,6.8,101.0,1021.1,23.4,24.0,2024-05-06 00:20:00+00:00
70.0,8.0,11.0,3.0,9.0,6.7,98.0,1021.3,23.4,24.0,2024-05-05 23:50:00+00:00
70.0,9.0,11.0,3.0,10.0,6.7,88.0,1021.4,23.4,24.0,2024-05-05 23:20:00+00:00
70.0,9.0,12.0,2.9,9.0,6.5,102.0,1021.6,23.4,23.9,2024-05-05 22:50:00+00:00
80.0,10.0,13.0,2.9,10.0,6.5,98.0,1022.0,23.6,23.9,2024-05-05 22:20:00+00:00
80.0,10.0,13.0,3.1,9.0,6.7,96.0,1022.2,23.6,23.9,2024-05-05 21:50:00+00:00
80.0,10.0,13.0,2.8,10.0,6.5,97.0,1022.3,23.6,23.9,2024-05-05 21:20:00+00:00
90.0,9.0,12.0,3.0,10.0,6.6,97.0,1022.3,23.2,23.9,2024-05-05 20:50:00+00:00
80.0,11.0,14.0,3.3,10.0,6.9,92.0,1022.2,23.5,23.9,2024-05-05 20:20:00+00:00
70.0,11.0,14.0,2.8,9.0,6.3,99.0,1022.2,23.2,23.9,2024-05-05 19:50:00+00:00
70.0,10.0,12.0,2.9,9.0,6.4,91.0,1022.1,23.2,23.9,2024-05-05 19:20:00+00:00
90.0,12.0,16.0,2.7,10.0,6.5,95.0,1021.9,22.2,23.9,2024-05-05 18:20:00+00:00
80.0,12.0,15.0,2.6,9.0,6.3,94.0,1021.6,23.0,23.9,2024-05-05 17:50:00+00:00
70.0,11.0,13.0,3.0,10.0,6.8,93.0,1021.2,23.1,23.9,2024-05-05 17:20:00+00:00
70.0,10.0,14.0,2.9,9.0,6.9,101.0,1020.8,22.4,23.9,2024-05-05 16:50:00+00:00
80.0,9.0,11.0,2.8,10.0,6.7,96.0,1020.5,22.9,23.9,2024-05-05 16:20:00+00:00
80.0,11.0,14.0,2.7,10.0,6.7,88.0,1020.4,22.3,23.9,2024-05-05 15:50:00+00:00
80.0,10.0,13.0,3.0,9.0,6.7,93.0,1020.2,22.5,23.9,2024-05-05 15:20:00+00:00
70.0,10.0,13.0,2.9,10.0,6.8,89.0,1020.0,22.7,23.9,2024-05-05 14:50:00+00:00
70.0,10.0,12.0,2.8,9.0,6.8,91.0,1019.8,22.8,23.9,2024-05-05 14:20:00+00:00
70.0,10.0,12.0,3.2,10.0,7.1,100.0,1019.8,23.3,23.9,2024-05-05 13:50:00+00:00
80.0,10.0,12.0,3.0,9.0,6.8,99.0,1019.7,23.2,23.9,2024-05-05 13:20:00+00:00
70.0,10.0,12.0,2.9,9.0,6.8,101.0,1019.9,23.1,24.0,2024-05-05 12:50:00+00:00
70.0,9.0,12.0,2.9,9.0,6.8,103.0,1020.1,23.3,24.0,2024-05-05 12:20:00+00:00
80.0,9.0,11.0,3.0,10.0,6.8,99.0,1020.4,23.0,24.0,2024-05-05 11:50:00+00:00
